pH,MO,fosforo,azufre,calcio,magnesio,potasio,CIC,CE,anios_est,IPS
5.059,2.146,5.055,2.24,0.25,0.1,0.045,2.354,0.045,15.0,42
5.8,1.95,1.935,17.17,8.9,3.67,0.4,13.17,0.18,0.5,76
5.37,1.058,1.935,3.325,1.353,0.582,0.124,2.532,0.142,0.5,42
6.4,2.591,17.17,6.108,18.39,13.56,0.691,32.84,0.391,0.5,84
4.639,3.099,3.307,14.47,1.472,0.359,0.045,3.176,0.095,3.0,41
5.09,1.66,8.32,5.8,2.44,0.67,0.13,4.52,0.17,0.5,45
4.8,0.62,8.403,2.36,0.39,0.12,0.045,1.12,0.06,0.5,35
5.75,3.002,3.386,5.109,2.059,0.287,0.045,2.882,0.249,0.5,54
4.83,21.78,47.3,10.42,1.159,0.216,0.162,6.63,0.255,0.5,63
7.27,1.265,1.935,0.468,18.63,6.723,0.094,25.88,0.091,3.0,68
6.28,3.91,7.69,9.93,13.43,7.77,0.26,21.58,0.23,0.5,80
6.58,3.15,1.935,2.52,28.16,11.13,0.16,39.61,0.15,3.0,80
6.71,0.618,14.21,2.377,1.508,0.446,0.045,2.199,0.093,0.5,50
5.31,3.64,4.368,7.065,2.216,0.564,0.237,4.496,0.149,0.5,52
8.56,0.45,0.645,50.21,54.66,1.37,0.18,57.42,2.67,0.5,50
5.04,4.391,13.96,9.061,5.51,1.257,0.133,8.959,0.348,0.5,63
5.59,8.956,86.32,29.22,11.72,2.875,2.128,17.14,1.486,0.5,92
6.84,1.03,6.1,2.1,6.54,2.07,0.09,8.9,0.12,0.5,64
5.26,9.247,194.2,13.4,3.032,2.028,0.361,5.989,0.737,15.0,76
6.22,3.0,18.93,13.04,18.25,2.1,0.19,20.68,0.29,7.5,79
5.099,5.818,4.642,10.83,1.439,0.598,0.272,3.647,0.2,3.0,53
4.59,3.58,130.9,4.666,1.347,0.154,0.172,3.348,0.126,0.5,52
4.74,1.557,8.332,3.71,1.24,0.586,0.045,3.77,0.172,0.5,37
6.31,7.62,5.07,42.09,2.8,0.67,5.46,9.05,0.81,0.5,68
5.53,4.074,99.18,2.706,7.877,1.257,0.279,9.937,0.232,0.5,76
7.9,3.862,10.81,13.67,42.94,1.779,0.293,45.13,0.831,0.5,68
6.55,0.29,8.403,4.09,34.04,10.31,1.08,45.57,0.3,0.5,79
6.22,1.78,123.95,6.26,5.49,1.02,0.2,6.8,0.21,0.5,72
6.14,15.84,9.182,6.435,15.86,1.237,0.234,17.55,0.267,0.5,84
6.13,0.893,33.81,7.468,20.83,2.17,0.202,23.74,0.189,0.5,82
5.09,1.24,0.645,1.89,1.14,0.79,0.17,19.77,0.04,0.5,56
4.49,2.29,2.23,3.99,0.7,0.26,0.13,3.71,0.2,0.5,32
5.25,19.33,12.8,5.983,7.247,1.663,0.241,10.2,0.447,0.5,77
5.19,3.5,8.403,23.13,3.26,0.47,0.21,5.83,0.21,0.5,54
5.24,0.79,1.7,2.04,1.84,0.95,0.1,4.06,0.15,0.5,42
4.75,0.877,3.845,5.283,2.178,0.583,0.045,7.9,0.1,0.5,44
4.76,2.34,4.73,5.55,0.91,0.1,0.045,3.37,0.15,0.5,37
5.08,1.59,2.53,2.86,3.18,1.54,0.15,11.32,0.13,0.5,57
5.41,1.0,3.368,3.76,5.378,3.516,0.119,9.499,0.19,0.5,59
5.88,6.84,85.06,12.0,5.99,1.38,0.77,8.28,0.43,0.5,85
5.71,1.1,17.56,2.85,9.27,3.11,0.34,12.83,0.22,0.5,79
6.07,0.893,13.46,2.337,2.237,0.532,0.045,2.929,0.072,0.5,53
5.18,15.62,74.89,6.92,6.66,1.44,0.34,10.56,0.52,0.5,83
5.63,1.511,1.044,1.207,3.332,1.13,0.045,4.578,0.08,3.0,54
4.41,3.94,3.89,4.38,0.61,0.21,0.17,12.66,0.17,3.0,47
5.22,10.64,8.403,9.92,4.16,0.89,0.37,9.19,0.18,0.5,67
6.74,5.24,118.51,10.46,15.87,2.33,2.31,20.67,0.5,15.0,95
5.76,1.27,3.93,6.64,4.77,3.18,0.17,8.22,0.14,3.0,67
6.57,1.046,34.23,7.155,4.71,0.59,0.188,5.589,0.134,0.5,66
5.75,17.09,10.52,6.56,6.001,1.352,0.437,8.004,0.431,0.5,81
8.19,3.55,6.45,15.22,48.29,0.585,0.105,49.11,0.63,0.5,53
5.07,9.498,1.914,8.271,0.41,0.221,0.146,3.093,0.22,15.0,50
5.02,6.82,72.39,7.78,2.83,0.45,0.21,6.59,0.18,0.5,68
4.66,22.15,112.6,19.13,1.76,0.58,0.187,7.549,0.37,0.5,63
7.78,0.49,28.04,3.51,9.95,10.91,0.38,21.35,0.26,0.5,75
5.13,1.2,1.935,1.89,1.29,0.26,0.045,2.44,0.11,0.5,42
4.57,1.98,5.2,5.24,0.84,0.31,0.24,9.6,0.26,0.5,44
6.77,4.41,8.27,9.02,15.08,6.12,0.24,21.56,0.23,0.5,80
8.16,6.111,5.567,3.824,50.63,1.147,0.441,52.95,0.807,15.0,67
4.69,1.763,6.805,33.74,6.711,4.582,0.332,14.16,0.532,7.5,62
4.41,2.188,5.483,11.62,1.118,0.45,0.147,4.211,0.327,7.5,32
4.309,2.587,1.935,3.657,0.25,0.1,0.045,3.665,0.174,0.5,32
6.54,2.15,1.935,3.63,7.57,2.24,0.045,9.99,0.23,0.5,64
6.01,1.734,53.29,6.113,2.471,0.575,0.364,3.438,0.191,7.5,64
4.99,7.19,23.23,155.58,13.96,5.53,0.91,21.85,1.66,0.5,80
5.03,0.01,1.935,3.03,0.295,0.1,0.045,0.75,0.15,0.5,42
5.54,16.08,32.25,10.72,4.719,1.055,1.116,7.14,0.913,0.5,84
4.97,5.333,3.813,4.301,1.224,0.201,0.113,7.772,0.269,0.5,49
5.4,11.69,6.47,24.85,0.27,0.16,0.1,1.04,0.11,0.5,53
5.2,0.71,27.38,5.87,2.61,0.81,0.045,4.42,0.13,0.5,51
5.0,1.79,2.92,4.49,1.12,0.45,0.045,2.97,0.1,0.5,42
5.14,9.618,6.295,20.3,2.627,0.555,0.956,5.047,0.757,0.5,63
4.559,1.933,4.224,9.452,1.048,0.618,0.174,3.678,0.343,0.5,40
8.27,1.76,24.3,12.73,20.87,9.11,0.5,30.79,0.33,0.5,70
4.86,2.86,4.49,6.202,1.38,0.42,0.51,4.62,0.27,0.5,45
5.29,14.87,48.34,7.659,2.515,0.629,1.627,6.665,0.231,3.0,76
4.76,2.689,25.6,19.49,0.785,0.506,0.584,3.188,0.383,0.5,51
5.63,4.136,5.443,6.046,12.32,0.615,0.21,13.34,0.33,15.0,70
5.03,16.76,48.09,11.79,1.741,0.394,0.156,4.368,0.339,0.5,64
4.61,4.128,5.163,9.243,2.428,0.753,0.323,6.386,0.361,0.5,54
6.59,1.444,25.69,8.075,5.428,2.22,0.259,8.044,0.605,0.5,71
3.91,15.64,9.255,8.818,1.616,1.017,0.447,5.135,0.142,3.0,57
4.44,1.97,50.65,27.22,0.56,0.46,0.6,5.85,0.42,0.5,52
5.38,17.53,221.91,13.47,8.07,0.91,1.19,11.65,0.61,0.5,83
5.19,5.965,9.089,6.487,3.385,1.592,0.84,9.564,0.166,0.5,69
4.82,8.406,43.98,4.588,3.728,0.893,0.139,9.274,0.294,3.0,60
5.53,2.5,1.935,3.7,5.79,1.63,0.19,7.66,0.3,0.5,64
5.11,3.72,2.88,9.9,1.75,0.43,0.1,4.03,0.11,0.5,46
4.97,1.34,0.645,4.65,2.48,1.98,0.16,19.52,0.05,0.5,58
6.09,2.95,1.935,3.62,18.24,8.34,0.33,27.01,0.18,3.0,79
5.89,4.33,68.31,159.08,22.19,2.56,0.59,25.48,2.53,3.0,85
5.26,3.83,11.21,3.07,3.7,0.66,0.21,4.98,0.52,0.5,53
6.3,1.665,53.31,4.153,4.104,0.774,0.045,5.038,0.439,0.5,65
4.69,9.91,2.7,10.06,0.35,0.28,0.11,3.38,0.41,0.5,45
8.44,1.24,28.44,239.2,41.38,9.68,0.57,59.48,7.65,0.5,64
5.35,6.201,4.615,9.398,2.92,2.097,0.134,5.536,0.176,0.5,64
5.66,10.57,84.52,22.52,14.2,2.089,0.591,16.92,0.098,3.0,100
5.84,4.0,16.05,4.334,14.75,0.619,0.125,15.61,0.27,0.5,73
5.69,1.323,58.98,4.849,3.845,1.14,0.095,5.181,0.086,3.0,66
5.29,0.69,17.21,1.61,0.295,0.1,0.045,1.01,0.03,0.5,45
6.09,8.0,29.04,14.33,10.92,2.07,0.71,13.8,0.37,3.0,92
4.88,6.21,13.91,12.94,1.61,0.35,0.15,4.92,0.22,3.0,48
5.15,8.958,4.738,9.438,0.48,0.143,0.045,1.174,0.128,0.5,50
8.24,2.57,71.12,6.423,40.02,3.267,0.977,44.4,0.686,0.5,72
5.059,12.06,228.8,7.639,1.042,0.205,0.854,4.286,0.282,0.5,69
4.86,9.435,19.6,8.035,1.367,0.251,0.099,3.478,0.342,0.5,48
7.55,1.399,12.25,5.955,20.63,1.832,0.372,23.12,0.287,0.5,69
5.31,1.6,25.75,10.15,2.21,0.76,0.15,4.98,0.14,0.5,51
5.25,13.07,33.56,7.175,3.947,1.769,0.463,8.228,0.343,0.5,76
8.16,1.33,21.78,10.01,21.59,8.74,0.54,31.16,0.35,0.5,72
8.48,1.05,52.43,63.85,33.4,5.07,0.36,39.6,1.62,0.5,67
4.39,2.09,3.54,5.1,2.21,0.8,0.12,7.16,0.36,0.5,39
4.519,2.106,27.92,12.09,1.62,0.48,0.099,4.447,0.281,0.5,43
5.36,7.78,28.62,15.16,6.09,1.18,0.86,9.07,0.3,0.5,78
4.84,3.48,5.63,6.39,4.41,2.99,0.26,14.42,0.23,7.5,65
5.36,2.29,5.59,2.57,3.21,0.64,0.15,4.8,0.11,3.0,45
5.3,2.245,3.621,3.954,0.785,0.221,0.045,1.538,0.343,0.5,42
4.69,4.19,49.56,73.43,2.67,3.89,0.84,12.83,0.45,0.5,75
5.29,3.589,186.7,8.919,2.479,0.876,0.269,3.9,0.35,0.5,60
4.82,9.836,40.51,7.955,3.841,0.703,0.228,7.009,0.476,0.5,63
5.45,19.54,7.411,4.114,6.402,1.418,0.377,8.22,0.169,0.5,73
5.5,2.06,32.0,0.005,4.98,0.67,0.045,5.85,0.13,0.5,63
5.92,3.803,6.751,8.084,7.225,1.912,0.899,10.16,0.318,3.0,77
8.08,2.727,30.93,19.11,42.34,2.639,0.515,45.59,0.593,0.5,70
8.2,0.74,40.4,181.59,28.91,6.18,0.38,39.57,3.53,0.5,64
4.559,5.636,7.576,4.19,4.213,1.923,0.457,7.883,0.675,0.5,63
5.36,6.279,8.507,3.562,0.842,0.231,0.112,2.516,0.154,15.0,50
7.85,4.59,78.12,6.793,12.72,1.439,0.476,14.68,0.544,7.5,73
7.58,1.373,5.381,15.3,55.7,3.334,0.444,59.84,0.708,7.5,67
8.02,1.328,1.935,86.23,58.63,0.654,0.111,60.07,5.968,15.0,43
5.12,7.545,1.935,8.787,1.7,0.816,0.537,5.256,0.219,0.5,62
8.02,2.09,64.45,7.23,29.4,2.92,1.07,33.56,0.49,0.5,74
5.059,7.876,361.5,2.933,2.635,0.591,0.539,5.842,0.175,0.5,73
5.14,1.677,8.367,6.325,1.871,0.71,0.143,4.057,0.094,15.0,42
5.22,24.16,24.64,3.24,4.61,1.22,0.37,9.37,0.3,0.5,79
4.62,2.28,7.4,28.26,1.39,0.28,0.045,6.24,0.2,3.0,41
5.0,0.819,1.935,1.982,0.613,0.1,0.045,3.268,0.077,15.0,42
5.23,0.72,1.935,6.202,3.03,2.53,0.17,6.87,0.223,3.0,49
5.12,13.85,14.2,13.26,1.134,0.244,0.1,2.401,0.439,0.5,56
4.88,5.95,1.35,6.59,0.4,0.19,0.11,1.66,0.21,3.0,45
7.19,2.445,178.5,7.186,11.64,6.599,0.86,19.36,0.368,3.0,84
6.51,1.31,13.7,6.08,9.32,2.48,0.25,12.16,0.15,0.5,76
5.23,0.84,1.935,0.74,0.295,0.1,0.045,1.14,0.03,0.5,42
5.35,0.925,22.52,2.795,0.522,0.195,0.045,1.486,0.104,0.5,48
5.77,1.527,49.9,5.541,4.849,0.921,0.045,6.025,0.048,0.5,65
6.45,1.52,19.7,11.4,5.58,2.64,0.19,8.49,0.22,0.5,70
5.94,6.15,8.87,5.0,10.11,0.71,0.18,11.08,0.2,15.0,74
5.16,1.244,6.065,3.158,1.893,0.796,0.045,3.298,0.187,3.0,42
6.55,4.72,6.88,6.24,29.42,1.31,0.28,31.14,0.28,7.5,77
5.03,2.484,7.001,7.378,1.558,0.395,0.31,3.232,0.262,0.5,48
5.0,14.49,267.3,15.33,3.311,0.884,0.506,8.654,0.364,7.5,76
6.97,2.19,35.18,1.24,29.38,5.86,1.01,36.4,0.239,7.5,87
4.89,5.6,9.46,11.88,2.1,0.52,0.26,5.7,0.17,0.5,55
4.84,2.417,2.576,6.451,2.609,0.654,0.126,5.971,0.182,0.5,44
4.56,3.45,0.71,11.13,0.56,0.1,0.1,2.65,0.2,0.5,41
5.09,2.44,1.935,4.04,1.22,0.41,0.09,3.11,0.12,0.5,42
5.29,1.22,6.24,4.58,1.82,1.46,0.22,4.09,0.11,0.5,49
4.79,1.31,1.935,8.61,0.56,0.1,0.045,3.08,0.06,0.5,37
6.98,2.03,44.8,13.54,11.62,2.61,0.11,14.46,0.43,0.5,78
4.76,2.932,3.823,6.899,1.069,0.347,0.097,4.783,0.152,0.5,37
5.09,2.597,4.082,4.68,1.47,0.901,0.2,5.39,0.107,0.5,49
5.19,0.244,1.935,2.398,1.491,3.476,0.045,10.98,0.071,0.5,57
4.93,1.918,3.683,2.026,0.948,0.226,0.045,2.152,0.123,0.5,37
4.44,1.96,1.935,3.5,0.295,0.1,0.045,2.83,0.1,0.5,32
4.69,3.453,5.684,16.12,2.582,0.923,0.557,6.706,0.344,0.5,56
4.13,0.72,1.48,8.8,0.44,0.11,0.045,1.52,0.27,3.0,32
5.69,16.75,18.56,3.01,1.6,0.43,0.74,2.87,0.22,0.5,69
4.61,2.78,5.04,4.31,0.32,0.12,0.045,2.01,0.18,7.5,37
5.13,3.58,4.39,5.38,3.52,0.83,0.24,6.63,0.19,0.5,56
4.36,2.642,2.465,1.705,0.174,0.133,0.045,2.309,0.037,7.5,32
5.98,10.3,66.44,20.95,4.552,1.794,1.859,8.344,0.754,0.5,86
4.8,5.986,1.935,5.6,0.25,0.1,0.123,3.619,0.154,0.5,45
4.97,2.902,5.331,3.591,9.547,6.168,0.192,16.51,0.118,3.0,66
4.96,5.774,3.107,4.299,4.381,1.552,0.045,7.337,0.287,0.5,59
6.11,2.05,8.403,5.83,13.45,4.83,0.72,19.1,0.34,0.5,79
4.58,3.12,2.27,13.53,0.92,0.29,0.045,2.77,0.2,0.5,41
5.2,5.444,16.16,5.112,8.702,2.263,0.369,12.65,0.212,15.0,82
4.82,1.011,1.935,3.19,0.25,0.1,0.099,5.419,0.054,0.5,41
4.889,0.21,3.977,4.741,0.986,0.29,0.045,2.218,0.108,0.5,37
8.21,0.95,36.57,121.76,26.51,3.16,0.32,31.57,2.21,0.5,62
6.36,3.197,39.75,2.292,7.487,9.868,0.655,18.09,0.194,3.0,89
5.26,3.441,1.935,21.19,0.595,0.357,0.045,1.989,0.077,0.5,46
5.67,12.5,8.307,3.548,5.991,0.988,0.387,7.522,0.272,0.5,74
6.43,1.93,32.11,73.41,9.55,4.84,0.15,14.82,0.73,0.5,74
6.05,7.65,6.7,3.29,5.0,1.64,1.19,7.88,0.14,7.5,77
5.02,2.48,1.935,2.44,0.295,0.1,0.09,2.94,0.06,0.5,42
5.52,1.63,11.91,11.84,3.85,0.39,0.24,4.842,0.214,15.0,56
6.21,1.3,1.935,2.92,15.61,8.3,0.34,24.49,0.19,15.0,79
5.28,10.38,11.31,13.99,1.69,0.31,0.21,3.48,0.25,0.5,59
4.72,1.871,2.887,6.552,1.497,1.233,0.156,4.026,0.199,0.5,44
5.66,17.93,12.19,6.67,4.71,1.19,0.32,6.28,0.2,3.0,81
6.08,1.079,46.22,6.042,4.867,1.356,0.045,6.385,0.27,0.5,69
5.32,3.738,198.3,12.28,8.762,1.523,1.047,12.55,0.958,0.5,80
7.14,4.126,30.79,18.96,9.501,0.87,2.291,12.95,1.063,0.5,71
4.81,5.57,45.14,15.41,1.66,0.35,0.24,5.07,0.21,3.0,60
6.62,3.221,5.232,7.772,15.53,3.633,0.311,19.57,0.2,0.5,83
6.25,3.37,58.37,7.006,11.71,1.97,0.238,14.08,0.556,7.5,80
5.17,2.56,25.64,9.18,0.8,0.1,0.045,2.06,0.12,3.0,48
5.059,1.314,1.935,1.517,0.25,0.1,0.045,3.082,0.03,0.5,42
4.72,3.47,0.71,16.99,0.56,0.1,0.045,1.71,0.16,0.5,41
6.64,1.397,9.162,3.454,19.85,7.869,0.45,28.3,0.197,0.5,79
6.23,22.1,70.14,44.38,36.24,12.05,6.66,55.04,1.97,3.0,95
5.7,3.074,31.75,3.756,5.48,0.714,0.247,6.542,0.19,0.5,70
7.31,2.417,204.5,20.49,17.3,6.893,0.517,26.08,0.761,0.5,82
7.98,1.78,28.01,9.51,25.39,1.83,0.78,28.08,0.79,0.5,72
4.79,4.36,27.77,28.45,2.63,0.93,0.43,7.28,0.5,0.5,58
4.83,0.889,1.935,4.771,0.509,0.272,0.045,3.236,0.138,0.5,37
5.42,0.833,1.935,15.11,1.0,0.76,0.11,4.468,0.04,0.5,42
7.66,2.33,8.403,6.9,4.44,0.83,0.22,5.58,0.51,0.5,46
4.7,1.12,4.05,9.57,1.75,0.57,0.09,4.54,0.22,0.5,37
8.21,1.64,1.935,37.97,46.2,6.02,0.33,52.96,0.88,0.5,62
5.91,2.33,21.96,7.33,12.35,5.95,0.44,18.78,0.5,3.0,83
6.01,12.42,6.883,29.13,7.05,1.09,1.115,9.367,1.179,0.5,75
4.96,17.2,6.348,5.935,4.881,0.605,0.213,6.943,0.241,0.5,61
5.22,21.84,6.1,7.43,4.08,1.26,0.6,7.24,0.24,0.5,75
5.03,3.626,226.4,37.98,4.867,1.665,0.556,7.743,0.661,7.5,74
5.65,1.708,21.58,10.95,10.44,2.99,0.502,14.06,0.259,0.5,84
7.79,3.101,34.39,24.07,17.29,2.345,0.115,19.93,1.053,15.0,68
7.41,2.078,109.5,12.78,12.5,5.304,0.886,18.91,0.295,0.5,84
7.95,3.194,8.658,4.408,17.53,0.538,0.173,18.29,0.373,0.5,63
5.17,6.22,7.52,18.37,2.27,0.33,0.19,4.65,0.17,0.5,56
4.94,0.53,0.645,1.88,0.34,0.12,0.045,1.08,0.04,0.5,37
4.92,1.636,82.46,3.87,3.674,0.594,0.045,6.142,0.237,0.5,52
5.23,2.718,3.372,4.045,2.134,1.099,0.045,3.823,0.169,3.0,49
5.09,11.98,8.848,8.704,0.802,0.238,0.188,2.074,0.314,0.5,56
4.76,2.486,3.837,1.84,3.945,1.203,0.485,7.149,0.55,0.5,52
6.0,1.43,1.935,8.21,11.78,1.48,0.24,13.62,0.15,0.5,70
4.82,1.65,1.935,4.58,0.8,0.44,0.28,8.83,0.13,15.0,44
4.68,21.17,1.516,15.82,0.924,0.155,0.133,3.098,0.399,0.5,48
4.97,3.22,5.71,5.55,1.15,0.37,0.15,2.92,0.12,0.5,41
8.41,0.95,21.22,7.69,19.22,4.73,1.3,25.5,0.47,3.0,72
7.78,1.16,8.84,5.73,21.1,7.16,0.33,28.7,0.26,3.0,69
8.16,0.75,7.62,7.99,34.51,4.15,0.27,39.11,0.73,0.5,59
5.86,4.698,6.055,4.728,5.016,1.13,0.524,6.721,0.176,0.5,73
4.63,3.663,28.78,5.352,1.333,0.259,0.292,8.143,0.179,0.5,54
6.53,2.355,3.001,3.603,17.74,11.07,0.398,30.38,0.143,0.5,79
4.75,5.43,4.58,3.31,2.37,0.28,0.22,6.73,0.28,7.5,55
4.92,3.88,3.02,8.24,1.34,0.53,0.25,3.18,0.4,0.5,44
4.9,1.74,0.645,6.202,0.31,0.11,0.045,2.42,0.223,0.5,27
5.92,9.12,4.41,25.97,18.08,5.49,0.26,23.95,0.78,0.5,82
6.51,13.36,185.72,4.41,18.12,4.84,0.62,23.68,0.33,3.0,100
5.54,2.111,6.88,1.428,8.233,3.648,0.166,12.14,0.141,0.5,73
5.85,1.9,19.54,2.42,4.16,0.6,0.045,4.93,0.12,0.5,56
6.9,1.74,4.48,3.71,10.93,4.93,0.28,16.48,0.19,0.5,76
7.28,5.128,168.2,12.43,15.87,2.85,1.968,21.21,0.549,0.5,90
6.15,15.24,63.87,61.65,18.42,0.771,0.899,20.37,3.032,0.5,85
4.83,2.048,30.81,10.22,1.6,0.584,0.204,3.226,0.339,0.5,46
5.32,5.903,1.617,3.414,4.431,1.912,0.292,7.933,0.158,3.0,67
7.46,2.78,62.44,5.75,9.83,2.9,1.16,13.98,0.29,0.5,81
7.24,1.542,33.0,4.594,10.25,5.736,0.227,16.33,0.265,0.5,77
4.26,3.52,1.935,8.96,0.96,0.37,0.16,5.329,0.47,0.5,43
4.67,1.31,21.13,8.71,1.29,0.48,0.22,3.79,0.3,3.0,46
6.52,6.408,28.26,7.782,14.85,6.32,1.56,22.87,0.69,15.0,93
6.18,3.5,11.42,3.84,19.26,0.45,0.045,19.83,0.13,15.0,73
4.66,2.19,12.15,27.5,1.361,0.54,0.17,4.244,0.276,0.5,43
4.73,2.55,2.88,7.66,0.64,0.5,0.09,6.48,0.1,15.0,41
5.34,3.13,1.935,4.326,7.72,4.26,0.28,13.56,0.189,0.5,70
6.37,1.433,373.0,3.288,16.04,0.219,0.045,16.47,0.17,0.5,74
6.36,1.74,36.2,85.78,7.954,7.249,1.865,18.15,0.717,0.5,83
7.32,4.596,73.74,10.9,17.16,2.531,0.505,20.46,0.372,0.5,88
5.29,0.55,2.51,5.55,0.65,0.18,0.11,1.54,0.06,0.5,42
6.51,4.562,144.2,14.51,17.47,9.718,2.702,30.04,0.752,0.5,91
4.54,6.468,6.207,7.36,0.312,0.082,0.045,3.701,0.169,0.5,45
4.87,5.022,24.24,6.992,0.745,0.114,0.045,3.029,0.256,7.5,51
7.28,1.618,16.52,13.64,18.69,13.38,0.578,32.79,0.417,0.5,79
4.92,4.335,96.97,8.885,1.572,0.143,0.23,3.128,0.368,0.5,52
5.17,7.28,8.18,12.41,3.27,0.41,0.18,5.43,0.54,0.5,58
5.76,9.24,6.36,5.47,2.62,0.74,0.52,4.03,0.26,0.5,66
5.22,15.94,11.14,7.889,3.743,1.028,0.307,6.147,0.378,3.0,73
5.55,3.457,3.487,4.304,4.567,1.727,0.144,6.612,0.08,0.5,65
5.76,4.875,4.168,4.332,5.503,2.405,0.447,8.422,0.179,7.5,74
5.35,14.22,10.93,8.85,6.334,1.877,0.593,9.515,0.903,0.5,76
4.96,10.79,3.857,7.662,2.433,1.007,0.284,5.297,0.161,3.0,62
6.3,7.22,4.21,7.96,5.5,1.17,0.4,7.14,0.2,15.0,75
6.1,5.615,5.151,3.542,14.3,5.366,0.828,20.61,0.277,3.0,89
8.43,1.658,11.08,6.202,29.9,0.209,0.096,30.31,0.493,0.5,54
5.41,3.861,7.356,8.225,6.974,1.253,0.175,8.765,0.25,0.5,63
6.83,4.5,41.33,24.37,16.85,3.56,0.43,20.93,2.5,0.5,83
5.88,2.31,4.02,65.42,13.39,2.58,0.25,16.39,0.54,0.5,74
5.13,3.549,10.61,5.306,1.564,0.298,0.114,3.329,0.208,0.5,49
5.21,2.97,5.97,7.17,9.5,3.34,0.31,14.1,0.17,0.5,71
4.85,3.55,2.06,2.36,0.64,0.17,0.09,3.33,0.1,0.5,41
6.32,4.646,11.23,4.54,7.375,1.418,1.017,9.855,0.282,0.5,76
7.99,2.49,18.6,5.727,20.42,7.285,0.608,28.74,0.363,0.5,74
6.9,2.91,45.63,2.57,8.15,1.69,0.53,10.43,0.31,15.0,83
6.37,4.847,50.9,5.649,7.263,1.11,0.838,9.277,0.264,15.0,81
5.08,4.978,2.717,3.152,6.128,0.865,0.095,8.221,0.17,0.5,56
4.68,3.384,6.012,5.532,3.736,0.383,0.344,7.372,0.263,0.5,54
6.81,2.6,1.935,5.18,29.08,10.29,0.54,40.1,0.22,0.5,81
4.4,5.609,14.51,4.711,1.285,0.349,0.195,8.141,0.209,7.5,50
4.93,1.625,1.935,2.5,0.68,0.21,0.09,3.173,0.08,3.0,37
4.54,4.716,5.366,7.287,1.437,0.429,0.183,5.043,0.143,0.5,48
5.66,1.74,6.04,2.97,9.11,1.72,0.16,11.06,0.24,0.5,70
4.8,3.6,5.29,85.67,3.4,0.6,0.17,7.15,0.48,0.5,51
8.46,0.559,15.92,8.281,15.46,0.45,0.045,16.49,0.824,0.5,52
4.59,2.28,5.56,5.8,0.75,0.25,0.045,3.1,0.2,3.0,37
5.43,6.356,29.94,4.254,1.871,0.339,0.227,2.837,0.356,7.5,59
4.76,1.22,1.935,1.91,0.295,0.1,0.045,3.34,0.13,0.5,37
4.88,9.84,8.183,6.442,1.028,0.255,0.128,3.756,0.224,0.5,45
6.96,0.69,1.935,1.99,2.92,1.18,0.15,5.12,0.33,0.5,58
6.27,8.19,19.84,5.24,9.12,1.55,0.42,11.22,0.2,0.5,84
5.47,17.02,1.935,5.544,1.267,0.566,0.155,3.412,0.185,15.0,56
5.72,0.81,13.52,11.28,2.07,1.19,0.16,4.11,0.96,7.5,58
5.5,15.69,6.953,9.238,6.339,1.081,0.222,7.984,0.361,0.5,75
6.32,3.049,22.88,6.236,7.908,0.949,0.127,9.214,0.32,0.5,67
7.03,3.1,8.403,3.2,9.42,1.83,0.13,11.46,0.17,0.5,64
4.11,3.113,250.3,17.16,0.96,0.985,0.832,5.768,0.958,0.5,54
6.02,7.268,93.34,11.64,7.375,2.158,0.755,10.34,0.77,0.5,90
6.72,1.748,43.34,5.323,17.85,8.141,0.784,27.06,0.189,3.0,89
5.74,0.742,6.009,2.81,3.856,1.887,0.259,6.052,0.272,0.5,61
5.32,1.47,36.36,31.63,13.25,2.81,0.35,17.31,0.4,0.5,80
5.54,4.005,18.62,4.42,6.645,1.318,0.458,8.557,0.371,0.5,74
7.18,0.402,13.69,3.065,1.252,0.427,0.045,1.895,0.149,3.0,45
7.85,6.025,17.92,6.537,57.56,1.184,0.207,59.05,0.54,15.0,72
5.28,4.95,16.85,6.202,0.96,0.21,0.21,2.25,0.14,0.5,52
5.2,6.185,18.0,4.071,2.19,0.606,0.377,6.082,0.136,7.5,66
5.09,0.81,0.645,3.27,1.18,0.35,0.045,7.29,0.12,3.0,46
5.57,5.529,34.49,5.676,3.213,0.259,0.11,3.649,0.331,0.5,64
4.88,13.36,3.476,9.03,1.57,0.495,0.255,3.356,0.435,3.0,51
7.5,3.951,8.029,33.35,4.006,1.48,0.14,5.659,1.025,0.5,55
5.89,9.06,4.331,11.43,10.34,0.687,0.183,11.31,0.475,0.5,74
5.099,7.145,69.91,15.25,3.718,0.434,0.967,8.299,0.286,0.5,73
7.3,2.168,50.76,3.365,11.43,2.772,0.162,14.51,0.141,0.5,76
7.98,3.215,22.91,5.899,47.47,2.757,0.768,51.24,0.718,0.5,79
4.78,3.22,7.68,1.54,0.48,0.18,0.045,3.48,0.07,0.5,41
5.66,6.09,8.403,27.56,6.59,4.91,3.18,14.81,0.71,0.5,80
5.72,0.91,42.41,8.48,3.68,1.17,0.13,5.01,0.14,0.5,66
5.92,20.48,28.93,4.503,11.85,2.867,0.742,15.82,0.282,0.5,98
5.21,1.82,11.32,4.645,5.757,1.753,0.23,8.416,0.259,0.5,62
5.39,1.876,14.08,9.904,4.874,1.169,0.118,6.592,0.299,0.5,59
4.599,4.027,1.079,4.158,4.478,1.47,0.34,9.733,0.24,0.5,61
6.06,5.761,57.82,18.79,10.04,1.909,1.426,13.54,1.61,0.5,86
